name,nn,nnr,ir,lr,mvr,spline
logis_104,0.4109212317132515,0.5097135655544816,0.6193952650243555,0.7196651785714286,0.6448714590788729,0.7458709154875456
logis_105,0.40115424329006,0.5079507024125132,0.6117970385725503,0.703125,0.6366306639545578,0.7510463804117489
logis_106,0.2759909313455012,0.5074040944348499,0.610639116484921,0.695483870967742,0.6291101656374896,0.718644130758247
logis_107,0.41556361906054645,0.5061089173750789,0.5845158507958148,0.7113840830449827,0.6422257597630634,0.7003567359049281
logis_108,0.4166704265264639,0.5076767232167946,0.6059431527878866,0.6945420560747664,0.6254357354231204,0.7418682859265355
logis_109,0.4151971472509084,0.5085412838633522,0.5778629245066842,0.7074509803921569,0.6297871545238443,0.7158731904130919
logis_11,0.08748521723847294,0.4484340645739969,0.5258384431550529,0.6600807858257597,0.3047127140853245,0.5226638849243589
logis_110,0.41657190197045557,0.5077752240467226,0.6157032914095695,0.6952971137521222,0.6386757580841961,0.720480461763144
logis_111,0.31539138678785483,0.5108391962192202,0.5934135199908416,0.7294285714285714,0.639866850114919,0.6642544694703227
logis_112,0.41447994560618073,0.513112694432134,0.6134722429562697,0.731651376146789,0.635101780090267,0.7590278935097642
logis_113,0.41094981007416126,0.5116148258409992,0.6024545603415106,0.7151532033426184,0.6534621980368283,0.7479819757046464
logis_114,0.3802275205211741,0.5073487432059278,0.551517367582119,0.6997661870503598,0.6442609638480543,0.7151888601597846
logis_115,0.4164039738937793,0.5097930876076384,0.5611791096272496,0.73392,0.6428087143711854,0.6586866104344624
logis_116,0.3515561967105723,0.5094639348074743,0.6392915470943561,0.70125,0.6540278317544957,0.6859634998708433
logis_117,0.3239552847459243,0.505220175292053,0.569544087103865,0.6928330522765599,0.6273772972988463,0.6860093853557344
logis_118,0.13660752680918795,0.5066770887412941,0.5777269215971842,0.6881488203266788,0.6258929943992022,0.7097879413035952
logis_119,0.4156194180508389,0.5068795119405094,0.607146778652021,0.70640625,0.6343832561137239,0.720796800786631
logis_12,0.08509639887235981,0.44715903142892893,0.5220311548856253,0.6601374849625823,0.3114635163672734,0.5200360168739346
logis_120,0.36933564678894626,0.5130682771631792,0.6196129092172831,0.7460869565217392,0.657658933801692,0.7657886454518328
logis_13,0.08098501987357185,0.4482704517040135,0.52822743609319,0.6601048672259586,0.31004655508520584,0.5207967206071762
logis_14,0.09456969566507686,0.44722049248649454,0.5235422916004671,0.6601470260637113,0.33394570137675067,0.5189114412686522
logis_15,0.07899857693970239,0.44767502382254004,0.5199803603161948,0.6601089518955081,0.31024151003610684,0.5190238584641076
logis_16,0.07939918110414587,0.4486309931005803,0.5253355184400189,0.660145413441643,0.3059103453539785,0.520186558433786
logis_17,0.07922772311119562,0.4481558693418425,0.5291130048603875,0.6601023701325206,0.29720265304291055,0.5192757964396408
logis_18,0.07922079105835071,0.44911034933693,0.5266357501734773,0.6601515759238175,0.2934215572530244,0.5241373172368866
logis_19,0.08214787116162313,0.44676108221158617,0.5214041240047569,0.6601090008257638,0.31114473912578156,0.5170841087087621
logis_2,0.07746403529951668,0.4459175512921759,0.5257944656511733,0.6601095828780771,0.3105649758669157,0.5172234924912407
logis_20,0.08283174043569251,0.4483613644073579,0.5214167556495104,0.6601431784016328,0.3009387737039502,0.5206635045685091
logis_21,0.19995697562823916,0.5067500633177489,0.6088967016435712,0.6932214765100672,0.6541477577326702,0.7362460957413437
logis_22,0.4098357783821741,0.51109078889957,0.6142056859737368,0.7022193211488251,0.6249508056746043,0.7490153237865733
logis_23,0.4078721734857118,0.5091461735245305,0.6155117897071114,0.7058148893360161,0.633883543384818,0.7609478612585765
logis_24,0.41581026525410175,0.5061885908108913,0.6045395387549504,0.7029716193656094,0.6269613297849297,0.74043478744706
logis_25,0.4157825323544285,0.5110792013372586,0.6148259989248877,0.7120197044334976,0.6369413724516378,0.7509550239671274
logis_26,0.4091217525645941,0.5115341817673729,0.6202340915722386,0.7163819095477387,0.6522569876819928,0.7501043997861274
logis_27,0.4043850793537385,0.5073948879973282,0.6145073766475982,0.7030927835051547,0.6542377316000101,0.74145728016315
logis_28,0.22230591964700175,0.5068717362672163,0.6097990715954023,0.7117206132879046,0.6519686121234454,0.7255598302337325
logis_29,0.36724744741968846,0.5095624166666339,0.6125952308004493,0.7225733634311513,0.6448539251353951,0.6748735956365353
logis_3,0.07898712226523984,0.44793776878710806,0.5251641215656373,0.6601094650437129,0.3134402975171127,0.5224701996192981
logis_30,0.41561301257451916,0.51317474335825,0.6193456511714319,0.7091489361702128,0.636551373677085,0.7341682773482723
logis_31,0.4155882027507289,0.5145151424886464,0.6259605815022999,0.7406188925081434,0.640359003002015,0.7744956145433299
logis_32,0.4047018041607152,0.5084383485235365,0.6075748161050993,0.7255900621118012,0.6372328669211885,0.733781557303844
logis_33,0.41553028549604815,0.5061168712212103,0.6089261996913913,0.6968586387434555,0.6441650935401998,0.7280391628753806
logis_34,0.31720592241323103,0.5075108641709655,0.6095507135049201,0.700372340425532,0.6149683247172932,0.7470560831935238
logis_35,0.4027378513405706,0.507987888141215,0.6113703946459899,0.7030698529411765,0.64420106500426,0.7553722212419232
logis_36,0.13944445590316437,0.5081375037586188,0.6095057823819465,0.6875459098497496,0.4841960751423656,0.7777293077810512
logis_37,0.41379831825347496,0.5116244194645807,0.6309687086209745,0.699925925925926,0.6347864471877729,0.7784916106925792
logis_38,0.39042575051057304,0.5071201867737261,0.5934381664599608,0.7045398773006135,0.6199395377683414,0.752029544824035
logis_39,0.4104873904699638,0.5125883871681485,0.6108807852482623,0.7351775147928994,0.6353359688141855,0.7526410652758848
logis_4,0.08008727287723229,0.44527743465905695,0.5224701209741566,0.6601336345616915,0.3072138820005186,0.5150968134291205
logis_40,0.2241500430805986,0.5096977905665857,0.5831080686212289,0.7101541850220264,0.6340716947394202,0.7506423611667417
logis_41,0.4152982099958277,0.5103148587143373,0.6331257542049731,0.7074291497975709,0.6590739756856587,0.776638053625986
